Epoch,AUC,PR_AUC,ACC,BACC,Precision,TPR,KAPPA,RECALL,F1
20,0.8853997603150144,0.8808687777029323,0.801737160120846,0.8019648462021344,0.7886482449589246,0.8135593220338984,0.6035625191773994,0.8135593220338984,0.8009101251422072
23,0.8861376476630713,0.8810651226987263,0.8021148036253777,0.801934600239685,0.8014018691588785,0.7927580893682589,0.6039946664718346,0.7927580893682589,0.7970565453137102
24,0.8885459110882841,0.8844368496310665,0.8036253776435045,0.8034902699309479,0.8015503875968992,0.7966101694915254,0.6070525976946416,0.7966101694915254,0.7990726429675425
28,0.8904665297038179,0.8862817101375693,0.80702416918429,0.8068236032642813,0.8071818891491023,0.7966101694915254,0.6138020318998457,0.7966101694915254,0.8018611865063977
34,0.8912021343377275,0.8859835240735994,0.8077794561933535,0.8079352850539292,0.7968397291196389,0.8158705701078582,0.6155874202700806,0.8158705701078582,0.8062428625808908
37,0.8913664897563204,0.8843961364871683,0.8115558912386707,0.8124550590652286,0.7795661301609517,0.8582434514637904,0.623697817288316,0.8582434514637904,0.817015034836817
39,0.8916521143639788,0.8865799019129418,0.8085347432024169,0.8092992067568339,0.780297661233168,0.8482280431432974,0.6175629743658695,0.8482280431432974,0.8128460686600222
44,0.8921603036009815,0.8849666662062156,0.8066465256797583,0.8077886206699766,0.7688098495212038,0.8659476117103235,0.6140829483013428,0.8659476117103235,0.8144927536231884
45,0.8923400673400674,0.8864191617032033,0.8066465256797583,0.8078182959538891,0.7680763983628922,0.8674884437596302,0.6141057957451266,0.8674884437596302,0.8147612156295224
46,0.8933085088169834,0.8860583698821167,0.8111782477341389,0.8122924156822462,0.7736625514403292,0.8690292758089369,0.623105564601528,0.8690292758089369,0.818577648766328
47,0.89381070592935,0.8861285114166428,0.802870090634441,0.804559721508874,0.7526041666666666,0.8906009244992296,0.6069759930121786,0.8906009244992296,0.8158080451658434
48,0.8945534440449694,0.8862362516355667,0.8058912386706949,0.8071369057809736,0.7655826558265583,0.8705701078582434,0.6126557263587352,0.8705701078582434,0.8147080028839221
49,0.8945734177937569,0.8882897061229048,0.8104229607250756,0.811269759744336,0.779887482419128,0.8543913713405239,0.6213962326917775,0.8543913713405239,0.8154411764705881
52,0.8946236375049935,0.8863099900319281,0.8149546827794562,0.8155213148433487,0.791907514450867,0.8443759630200308,0.6302384220101497,0.8443759630200308,0.8173005219985086
58,0.8968381555669691,0.8931515583280724,0.8138217522658611,0.8139799121155054,0.8028592927012792,0.8220338983050848,0.6276711162930251,0.8220338983050848,0.8123334602207841
61,0.8997885636021228,0.8959056468076276,0.8202416918429003,0.8199497802887633,0.8241324921135647,0.8050847457627118,0.6401845254407601,0.8050847457627118,0.8144972720187061
71,0.9007515836329396,0.8957071779425464,0.8209969788519638,0.8214472407692747,0.8011695906432749,0.8443759630200308,0.6422274416801588,0.8443759630200308,0.822205551387847
90,0.9041884951206985,0.8998265975083882,0.823262839879154,0.8231946584488957,0.8197226502311248,0.8197226502311248,0.6463893168977914,0.8197226502311248,0.8197226502311248
131,0.9049175369514353,0.9014011737530853,0.8266616314199395,0.8268247446213548,0.8156508653122648,0.8351309707241911,0.653348970341782,0.8351309707241911,0.8252759802055577
139,0.907175997260743,0.904447591511644,0.8353474320241692,0.8355064772013925,0.8245481927710844,0.8436055469953775,0.6707143997992105,0.8436055469953775,0.833968012185834
163,0.9098048279404212,0.9061514408346076,0.8300604229607251,0.8302174285225132,0.8192771084337349,0.8382126348228043,0.6601410089670752,0.8382126348228043,0.8286367098248285
211,0.9111436397877076,0.9079964526045613,0.8236404833836858,0.823609541745135,0.8188795088257866,0.8220338983050848,0.6471710710270882,0.8220338983050848,0.8204536716647443
225,0.9112606288877474,0.9094043941510619,0.8255287009063444,0.8256839582263311,0.8147590361445783,0.8335901386748844,0.6510781025395305,0.8335901386748844,0.824067022086824
256,0.9120427438224048,0.9099460028229288,0.8304380664652568,0.8305284483250586,0.8218347232752085,0.8351309707241911,0.6608509817747823,0.8351309707241911,0.8284294994268245
266,0.9120846886948581,0.9093832354630101,0.8277945619335347,0.8276242652513839,0.8278816199376947,0.8189522342064715,0.6553846715861766,0.8189522342064715,0.8233927188226181
285,0.9122313530788106,0.9098107363657363,0.8353474320241692,0.8348684585972721,0.8470209339774557,0.810477657935285,0.6702938696994135,0.810477657935285,0.8283464566929134
